Name,MiddleName,Suffix,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,NameLocal,Jigsaw,AccountSource,SicDesc,ACRNM__c,Abbreviation__c,Topics__c,Active__c,AI_Validation_Status__c,qualtrics__NPS_Date__c,Institution_Sub_type_OLD__c,Institution_Type_OLD__c,Public_Private_Sector_OLD__c,email__c,CloudingoAgent__BAR__c,CloudingoAgent__BAS__c,CloudingoAgent__BAV__c,CloudingoAgent__BRDI__c,CloudingoAgent__BTZ__c,CloudingoAgent__SAR__c,CloudingoAgent__SAS__c,CloudingoAgent__SAV__c,CloudingoAgent__SRDI__c,CloudingoAgent__STZ__c,scanbizcards__ScanBizCards__c,Relationship_with_the_bank__c,Beneficiary_type__c,InstitutionSector_LAB_OLD__c,InstitutionSubType_LAB_OLD__c,InstitutionType_LAB_OLD__c,AI_Area__c,AI_Sub_Area__c,AI_Technology__c,qualtrics__Net_Promoter_Score__c,ORP_Confidential_Account__c,Other_Phone_Extension__c,Phone_Extension__c,Relationship_Type__c,Facebook__c,Linkedin__c,ORP_Business_Partner_Number__c,Other_Phone__c,Skype__c,Twitter__c,Used_by_IDB_Lab__c,Used_by_IDB__c,Financial_Regulation__c,Institution_Sub_Type__c,Institution_Type__c,Legal_Name__c,ORP_Rating__c,ORP_Region__c,ORP_Used_by_ORP__c,DQ_Score__c,ORP_Business_Partner_Name__c,ORP_Id__c,IDB_isBucket__c,ORP_Academic_Type__c,PSR_FinancingFocus__c,PSR_FundStatus__c,PSR_IsFund__c,pbk__AUM__c,pbk__Active_Investors__c,pbk__Average_Volume__c,pbk__Business_Status__c,pbk__Company_Status__c,pbk__Currency__c,pbk__Date_of_Last_Round__c,pbk__Dry_Powder__c,pbk__Employees__c,pbk__Enterprise_Value__c,pbk__Exchange__c,pbk__FYE__c,pbk__Financing_Status__c,pbk__Firm_Sub_Type__c,pbk__Former_Name__c,pbk__Global_Region__c,pbk__Global_Sub_Region__c,pbk__High_52wk__c,pbk__Industries_All__c,pbk__Investor_Status__c,pbk__LTM_Annual_Revenue__c,pbk__LTM_Dividend_Yield__c,pbk__LTM_EBITDA__c,pbk__LTM_EBIT__c,pbk__LTM_EPS__c,pbk__LTM_Net_Income__c,pbk__LTM_Number_Of_Investments__c,pbk__LTM_P_E__c,pbk__Last_Inv_Date__c,pbk__Last_Inv_Lead_Partner_Email__c,pbk__Last_Inv_Lead_Partner_Phone__c,pbk__Last_Inv_Lead_Partner_Title__c,pbk__Last_Inv_Lead_Partner__c,pbk__Last_Inv_Location__c,pbk__Last_Inv_Name__c,pbk__Last_Inv_Primary_Industry__c,pbk__Last_Inv_Size__c,pbk__Last_Inv_Status__c,pbk__Last_Inv_Type__c,pbk__Last_Round_Size__c,pbk__Last_Round_Status__c,pbk__Last_Round_Type__c,pbk__Last_Round_Valuation__c,pbk__Last_Sync_Date__c,pbk__Low_52wk__c,pbk__Market_Cap__c,pbk__Number_Of_Active_Investments__c,pbk__Ownership_Status__c,pbk__PB_Notes__c,pbk__PitchBook_Industry_Code__c,pbk__PitchBook_Industry_Group__c,pbk__PitchBook_Industry_Sector__c,pbk__PitchBook_Industry__c,pbk__PitchBook_Link__c,pbk__PitchBook_Type__c,pbk__Preferred_Company_Valuation__c,pbk__Preferred_Deal_Size__c,pbk__Preferred_EBITDA__c,pbk__Preferred_EBIT__c,pbk__Preferred_Geographies__c,pbk__Preferred_Industries__c,pbk__Preferred_Investment_Amount__c,pbk__Preferred_Investment_Horizon__c,pbk__Preferred_Investment_Types__c,pbk__Preferred_Other__c,pbk__Preferred_Revenue__c,pbk__Preferred_Verticals__c,pbk__Primary_Contact_Email__c,pbk__Primary_Contact_Name__c,pbk__Primary_Contact_Phone__c,pbk__Primary_Contact_Title__c,pbk__Primary_US_Region__c,pbk__SIC__c,pbk__TTM_End__c,pbk__Ticker_Symbol__c,pbk__Total_Assets_FYE__c,pbk__Total_Debt_FYE__c,pbk__Total_Money_Raised__c,pbk__Verticals__c,pbk__Year_Founded__c,pbk__pbId__c,Instagram__c,Business_Model_Type__c,Errors
ECSSA HAITI,,,,"16 Rue C. Seant, Rte De Tabarre, Clercine",Port-au-Prince,Ouest,HT6110,Haiti,HTOU2,HT,,,,Knowledge Economy,,,,,,,,,,+50937024499,,,http://www.ecssahaiti.com/,,,,,,,"ECSSA was started in 2010 after founder Edouard Carrie dived into a recycling project while studying at the University of Tampa. After seeing the potential recycling could have on his home nation, he started ECSSA. In a short time, ECSSA has grown from a handful of suppliers to an internationally recognized company employing thousands of Haitians with jobs.",,,ECSSA,,,,,ECSSA,,true,Validated,,,,,info@ecssahaiti.com,,0,,,,,0,,,,false,Client,Poor/vulnerable/low income;Rural,PRIVATE,Small and Medium business,Business,Knowledge Economy,Circular Economy,Robotics and Drones,,,,,Executing Agency,https://www.facebook.com/ECSSA/,,,,,,true,true,,SME,Business,,,,false,69,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Circular Economy:AI_Sub_Area__c --
Indigo Drones S.A.,,,,"Oficentro Curridabat, 3er Piso",Curridabat,San José,,Costa Rica,CRSJ,CR,,,,Climate - Smart Agriculture,,,,,,,,,,+50688362107,,,https://indigodrones.com/,,,,,,,"Venta de Drones, Sensores, Software y Servicios para Agricultura agricultura de precisión",,,,,,,,Indigo,,true,Validated,,,,,info@indigoia.com,,0,,,,,0,,,,false,,Entrepreneur;Rural,PRIVATE,Start-up,Business,Climate - Smart Agriculture,Farm Level Solutions,Robotics and Drones;Intelligent Location and GIS,,,,,Technical Partner,https://www.facebook.com/indigoagricola,,,,,,true,true,,Start-up,Business,,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
Ethichub,,,,"Unkown Street, Madrid, Spain",Madrid,,0000,Spain,,ES,,,,Inclusive Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,SP-ETHICHUB,Ethichub,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Indigenous;Rural,PRIVATE,Start-up,Business,Inclusive Cities,Knowledge-intensive Startups,Blockchain,,,,,Executing Agency,,,,,,,true,false,,Start-up,Business,ETHICHUB,,,false,38,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge-intensive Startups:AI_Sub_Area__c --
HREFF,,,,175m no estadio Nacional blvd.,Rohmoser,San José,,Costa Rica,CRSJ,CR,,,,Inclusive Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Urban/periurban,PRIVATE,Fund manager,Finance,Inclusive Cities,Entrepreneurship Ecosystem Developers,,,,,,,,,,,,,true,false,,,Financial,,,,false,40,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Entrepreneurship Ecosystem Developers:AI_Sub_Area__c --
Total Impact Capital,,,,"4800 Montgomery Lane, Suite 630",Bethesda,Maryland,20814,United States,MD,US,,,,Knowledge Economy,,,,,,,,,,202-415-4774,,,www.totalimpactcapital.com,,,,,,,,,,,,,,,,,true,Pending validation,,,,,jsimon@totalimpactcapital.com,,0,,,,,0,,,,false,,Entrepreneur;Urban/periurban,PRIVATE,Small and Medium business,Business,Knowledge Economy,,,,,,,Investee,,,,,,,true,false,,SME,Business,,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
MGM Innova Group,,,,"2 South Biscayne Blvd
 Suite 2610
 Miami, FL 33131
 EEUU",Miami,Florida,33131,United States,FL,US,,,,Inclusive Cities,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Urban/periurban,PRIVATE,Venture capital,Finance,Inclusive Cities,Entrepreneurship Ecosystem Developers,,,,,,Technical Partner,,,,,,,true,false,,,Financial,,,,false,42,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Venture capital:InstitutionSubType_LAB_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Entrepreneurship Ecosystem Developers:AI_Sub_Area__c --
Marubeni Corporation,,,,"7-1, Nihonbashi 2-chome, Chuo-ku",Tokyo,,103-6060,Japan,,JP,,,,Inclusive Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,,PRIVATE,,Business,Inclusive Cities,,,,,,,Investee,,,,,,,true,false,,,Business,,,,false,37,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --
Bank of Japan,,,,"2100 Pennsylvania Avenue, NW, Suite 505",Washington,District of Columbia,20037,United States,DC,US,,,,Knowledge Economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,,PUBLIC,,Government,Knowledge Economy,,,,,,,,,,,,,,true,false,,,Government,,,,false,42,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Cubo Itaú,,,,"R. Casa Do Ator, 919 - Vila Olimpia",São Paulo,São Paulo,04546003,Brazil,SP,BR,,,,Knowledge Economy,,,,,,,,,,+551135043014,,,https://cubo.network/,,,,,,,,,,,,,,,CUBO,,true,Validated,,,Business,Private Sector,imprensa@cubo.network,,0,,,,,0,,,,false,,Entrepreneur;Poor/vulnerable/low income,,,Other,Knowledge Economy,,,,,,,Executing Agency,,https://www.linkedin.com/company/cubo-network/,,,,@cubo_network,true,false,,,Business,,,,false,69,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Oikocredit.coop,,,,3800 CC Amersfoort,Inverness,,34450,Netherlands,,NL,,,,Knowledge Economy,,,,,,,,,,31 33 465 03,,,www.oikocredit.coop,,,,,,,,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Entrepreneur;Poor/vulnerable/low income,PUBLIC,,International organization or agency,Knowledge Economy,,,,,,,Co-financer,,,,,,,true,false,,,Intergovernmental Organization,,,,false,49,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
GreenCloud,,,,"Edif. Grupo Babel, San Pablo de Heredia.",San Pablo,Heredia,,Costa Rica,CRH,CR,,,,Climate - Smart Agriculture,,,,,,,,,,+50625602235,,,www.greencloud.io,,,,,,,"GreenCloud® es una plataforma en la web que le permite a una organización: registrar, medir, monitorear, tomar decisiones y compartir la calidad de su gestión ambiental y energética con mayor eficiencia sin importar su ubicación, actividad productiva o económica. El objetivo es reforzar y hacer sostenible los esfuerzos ambientales de una organización y ayudarla a alcanzar la neutralidad del carbono.",,,,,,,,GreenCloud,,true,Validated,,,,,info@greencloud.io,,0,,,,,0,,,,false,Other,Rural;Urban/periurban,PRIVATE,Start-up,Business,Climate - Smart Agriculture,,Intelligent Location and GIS,,,,,Technical Partner,https://www.facebook.com/greencloud.io,,,,,@iGreenCloud,true,true,,Start-up,Business,,,,false,70,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
Cooperativa Dptal. de Caficultores del Huila,,,,"Calle 4 No 3 -37 Neiva, Huila",Neiva,,,Colombia,,CO,,,,Inclusive Cities,,,,,,,,,,8 8721527,,,,,,,,,,,,,,,,,,CAFEDEHUILA,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Women;Poor/vulnerable/low income,PRIVATE,Commercial financial institution or bank,Finance,Inclusive Cities,,,,,,,Executing Agency,,,,,,,true,false,,Commercial Bank,Financial,,,,false,42,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Commercial financial institution or bank:InstitutionSubType_LAB_OLD__c --
Fundación PAP,,,,Av.6 de Agosto,La Paz,,,Bolivia,,BO,,,,Inclusive Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,FPAP,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Urban/periurban,PRIVATE,Other,Business,Inclusive Cities,Entrepreneurship Ecosystem Developers,IOT,,,,,Executing Agency,,,,,,,true,true,,,Non Profit / NGO,,,,false,36,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Entrepreneurship Ecosystem Developers:AI_Sub_Area__c --
CODEART asbl,,,,"Chevémont, 15",HOMBOURG,,4852,Belgium,,BE,,,,Climate - Smart Agriculture,,,,,,,,,,,,,http://www.codeart.org/fr,,,,,,,,,,,,,,,,,true,Pending validation,,,,,info@codeart.org,,0,,,,,0,,,,false,,Entrepreneur;Rural,PRIVATE,NGO,Civil society,Climate - Smart Agriculture,Farm Level Solutions,,,,,,Technical Partner,,,,,,,true,false,,,Non Profit / NGO,,,,false,50,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
Sembrar Sartawi IFD,,,,"Calle Pedro Salazar N°509, zona Sopocachi",La Paz,La Paz,,Bolivia,BOL,BO,,,,Inclusive Cities,,,,,,,,,,59122419252,,,www.sembrarsartawi.org,,,,,,,,,,,,,,,SS IFD,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,Poor/vulnerable/low income;Rural,PRIVATE,Commercial financial institution or bank,Finance,Inclusive Cities,Entrepreneurship Ecosystem Developers,,,,,,Executing Agency,,,,,,,true,false,,Commercial Bank,Financial,,,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Commercial financial institution or bank:InstitutionSubType_LAB_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Entrepreneurship Ecosystem Developers:AI_Sub_Area__c --
Bancolombia SA,,,,Calle 31 No -6-87 Piso 19,Bogota,Cundinamarca,,Colombia,COCUN,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-COLOBGB,,,true,Pending validation,,,Financial Institution,Private Sector,,,0,,,,,0,,,,false,,,PRIVATE,Commercial financial institution or bank,Finance,,,,,,,,Technical Partner,,,,,,,true,false,,Commercial Bank,Financial,BANCOLOMBIA S.A.,,,false,40,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Commercial financial institution or bank:InstitutionSubType_LAB_OLD__c --
BANCO CENTRAL DE CHILE,,,,AGUSTINAS 1180,SANTIAGO,,8340454,Chile,,CL,,,,,,,,,,,,,,56226702000,,,https://www.bcentral.cl/,,,,,,,Es un organismo autónomo y técnico; que tiene por objetivo velar por la estabilidad de la moneda; esto es; mantener la tasa de inflación baja y estable en el tiempo. También debe promover la estabilidad y eficacia del sistema financiero; velando por el normal funcionamiento de los pagos internos y externos. Estos objetivos ayudan o permiten crear un entorno predecible para la toma de decisiones; contribuyendo a suavizar los ciclos económicos y sentando las bases para un crecimiento sostenido del país,High,,Central Bank of Chile,,,,CH-BCC,BCENTRAL,,true,Validated,,,Government,Public Sector,contacto_bde@bcentral.cl,,0,,,,,0,,,,false,Client,,,,,,,,,,,,,,https://www.linkedin.com/company/central-bank-of-chile/,,,,@bcentralchile,false,true,,Central Bank,Financial,BANCO CENTRAL DE CHILE,,,false,66,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Central Bank:Institution_Sub_Type__c --
Fundación San Carlos De Maipo,,,,"Nueva De Lyon 072 Oficina 1401, Providencia",Santiago,Región Metropolitana de Santiago,7510078,Chile,CLRM,CL,,,,Inclusive Cities,,,,,,,,,,+56225922486,,,www.fsancarlos.cl,,,,,,,"Para nosotros, los problemas de la infancia deben abordarse antes que se produzcan, entendiendo que la comunidad, la familia, la escuela y el entorno, tienen un rol fundamental para prevenir situaciones que afectan el desarrollo de los niños, niñas y adolescentes. La manera en que se abordan los problemas debe ser a través de programas y estrategias que cuenten con la mayor evidencia de impacto disponible.",,,,,,,CH-FSCM,,,true,Validated,,,Foundation,Private Sector,comunicaciones@scmaipo.cl,,0,,,,,0,,,,false,Other,,PRIVATE,Foundation,Civil society,Inclusive Cities,Future of Work,,,,,,,https://es-la.facebook.com/pages/category/Local-Business/Fundaci%C3%B3n-San-Carlos-de-Maipo-408096885957399/,,,,,@fsancarlos,false,true,,Foundation,Non Profit / NGO,FUNDACION SAN CARLOS DE MAIPO,,,false,70,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Future of Work:AI_Sub_Area__c --
MINISTERIO DE HACIENDA,,,,TEATINOS 120,Santiago,Región Metropolitana de Santiago,8340487,Chile,CLRM,CL,,,,,,,,,,,,,,+56228282000,,,www.hacienda.cl,,,,,,,Prestatario del Banco y su Ministro es el Gobernardor por Chile ante el Banco. Este Ministerio se encarga de gestionar eficientemente los recursos públicos a través de un Estado moderno al Servicio de la ciudadanía; generando condiciones de estabilidad; transparencia y competitividad en una economía integrada internacionalmente que promuevan un crecimiento sustentable e inclusivo.,High,,,,,,CH-MH,HACIENDA,,true,Validated,,Ministry / Secretariat,Government,Public Sector,contacto@hacienda.cl,,0,,,,,0,,,,false,Alliance;Borrower,,,,,,,,,,,,,www.facebook.com/Hacienda.cl/,,,,,@min_hacienda,false,true,,National,Government,MINISTERIO DE HACIENDA,,,false,71,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ministerio de Relaciones Exteriores,,,,Teatinos 180,Santiago,Región Metropolitana de Santiago,,Chile,CLRM,CL,,,,,,,,,,,,,,+56228274200,,,https://minrel.gob.cl/,,,,,,,Contribuir a la formulación de la política exterior de Chile; conduciendo y coordinando su implementación a través de su estructura organizacional con la interacción de actores públicos y privados; para velar por los intereses de Chile y sus connacionales en su relacionamiento con el mundo.,Medium,,,,,,,MINREL,,true,Validated,,Ministry / Secretariat,Government,Public Sector,,,0,,,,,0,,,,false,Alliance;Executing agency,,,,,,,,,,,,,www.facebook.com/MinrelChile/,,,,,@Minrel_Chile,false,true,,National,Government,,,,false,62,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Subsecretaría de Educación,,,,Avenida Libertador Bernardo O'Higgins 1371,Santiago,Región Metropolitana de Santiago,,Chile,CLRM,CL,,,,,,,,,,,,,,+56224066000,,,www.mineduc.cl,,,,,,,"El Ministerio de Educación de Chile es el órgano rector del Estado encargado de fomentar el desarrollo de la educación en todos sus niveles, a través de una educación humanista democrática, de excelencia y abierta al mundo en todos los niveles de enseñanza; estimular la investigación científica y tecnológica y la creación artística, y la protección e incremento del patrimonio cultural de la Nación. Del mismo modo, esta institución es la llamada a velar por los derechos de todos los estudiantes, tanto de establecimientos públicos como privados.",High,,,,,,,MINEDUC,,true,Validated,,Ministry / Secretariat,Government,Public Sector,,,0,,,,,0,,,,false,Alliance;Executing agency,,,,,,,,,,,,,http://www.facebook.com/mineduc,,,,,,false,true,,National,Government,,,,false,59,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Ministerio de la Mujer y la Equidad de Género,,,,Catedral 1401; piso 3,Santiago,Región Metropolitana de Santiago,,Chile,CLRM,CL,,,,Inclusive Cities,,,,,,,,,,+56225196400,,,https://www.minmujeryeg.gob.cl/,,,,,,,Proceso de construcción de más y mejores políticas públicas para enfrentar las diversas realidades de las mujeres,Medium,,,,,,,,,true,Validated,,Ministry / Secretariat,Government,Public Sector,,,0,,,,,0,,,,false,Alliance;Executing agency,,PUBLIC,,Government,Inclusive Cities,Urban Services Transformation;Circular Economy,,,,,,,www.facebook.com/MinMujeryEG,,,,,@MinMujeryEG,true,true,,National,Government,,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --
Cooperativa De Productores Agrícolas Y Servicios Multiples De La Zona Santos R.L,,,,"500 M. Surested De La Escuala De Santa Cruz, León Cortés Zona De Los Santos",San José,San José,12005,Costa Rica,CRSJ,CR,,,,Climate - Smart Agriculture,,,,,,,,,,+50625441680,,,www.apacocr.org,,,,,,,,,,Cooperativa De Productores Agrícolas Y Servicios Multiples De La Zona Santos R.L,,,,CR-APACOOP,,,true,Validated,,,Business,Private Sector,apacoopcredito@gmail.com,,0,,,,,0,,,,false,Executing agency,Rural,PRIVATE,Small and Medium business,Business,Climate - Smart Agriculture,Farm Level Solutions,,,,,,Borrower,,,,,,,true,false,,,Business,COOPERATIVA DE PRODUCTORES AGRÍCOLAS Y SERVICIOS MULTIPLES DE LA ZONA SANTOS R.L,,,false,65,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Climate - Smart Agriculture:AI_Area__c --
